employee_id,first_name,last_name,gender,department,role,location,birth_date,hire_date
930,Raymond,Jones,Female,Product,Business Analyst,Mumbai,1999-08-11,2017-06-06
931,Jamie,Figueroa,Male,HR,HR Executive,Noida,1969-08-13,2015-03-31
932,Kenneth,Smith,Non-binary,Support,Support Engineer,Noida,2000-05-13,2015-02-20
933,Jennifer,Torres,Male,Marketing,Marketing Executive,Bangalore,1985-10-14,2015-10-21
934,Stephen,Rivera,Female,Engineering,DevOps,Mumbai,2001-04-09,2016-11-14
935,Betty,Austin,Female,Sales,Sales Manager,Bangalore,1994-01-14,2023-11-19
936,Emily,Davis,Non-binary,Marketing,Marketing Executive,Pune,1998-05-09,2015-02-14
937,Jeremy,Ortiz,Non-binary,HR,HR Executive,Noida,1988-08-04,2024-10-31
938,Jesse,Blackburn,Female,Marketing,Marketing Executive,Mumbai,1972-04-08,2019-10-10
939,Ashley,Brady,Male,Product,Product Manager,Hyderabad,1992-03-14,2024-06-22
940,Brandon,Anderson,Male,Support,Support Engineer,Hyderabad,1973-08-26,2021-01-16
941,Heather,Hunter,Non-binary,HR,HR Manager,Noida,1999-12-26,2016-08-09
942,Tony,Roberson,Male,Engineering,Senior Engineer,Noida,1996-01-02,2024-05-06
943,Jennifer,Brown,Female,Marketing,SEO Specialist,Chennai,1975-12-14,2019-07-21
944,Joshua,Rogers,Non-binary,Engineering,Software Engineer,Noida,1972-08-01,2024-06-15
945,Jeffrey,Austin,Female,HR,HR Executive,Noida,2000-03-27,2017-11-30
946,Trevor,Gillespie,Female,Marketing,SEO Specialist,Chennai,1985-09-28,2019-05-26
947,Raymond,Scott,Female,Support,Support Lead,Pune,1985-11-02,2015-06-14
948,Erik,Nolan,Female,Engineering,Software Engineer,Chennai,1993-04-23,2022-03-31
949,Brendan,Ford,Non-binary,Sales,Account Manager,Bangalore,1991-07-12,2021-05-26
950,Benjamin,Pearson,Female,Engineering,Tech Lead,Bangalore,1993-05-19,2022-03-30
951,Krista,Meyer,Male,Engineering,Software Engineer,Pune,1978-09-18,2023-08-18
952,Daniel,Johnson,Non-binary,HR,HR Manager,Hyderabad,1967-04-16,2021-05-04
953,Jamie,Torres,Female,Engineering,Senior Engineer,Chennai,1974-08-31,2017-10-02
954,Donna,Thomas,Male,Marketing,Marketing Executive,Pune,1964-12-29,2017-05-10
955,Anne,Griffin,Non-binary,Engineering,DevOps,Chennai,1969-10-08,2015-04-14
956,Misty,Campbell,Female,HR,HR Executive,Hyderabad,1994-02-13,2019-01-11
957,David,James,Non-binary,Engineering,Tech Lead,Noida,1972-03-14,2019-03-16
958,Chad,Johnson,Non-binary,Finance,Accountant,Hyderabad,2002-11-28,2020-05-17
959,Karen,Simpson,Male,Marketing,Marketing Executive,Noida,2000-03-08,2019-07-24
960,Keith,Reyes,Male,Marketing,SEO Specialist,Mumbai,1991-11-22,2021-10-08
961,Michelle,Hernandez,Non-binary,Product,Product Manager,Hyderabad,1987-10-09,2017-05-10
962,Marcus,Browning,Non-binary,Finance,Finance Manager,Noida,1980-04-28,2021-07-04
963,Kelli,Orr,Non-binary,Sales,Sales Executive,Chennai,1991-08-21,2024-08-17
964,Robert,Dillon,Female,Sales,Sales Manager,Hyderabad,1979-12-14,2021-02-06
965,Denise,Harrison,Male,Sales,Sales Executive,Mumbai,1992-12-05,2016-05-19
966,Maurice,Barnes,Male,Finance,Accountant,Hyderabad,1992-03-03,2024-12-18
967,Mark,Perkins,Male,Marketing,Marketing Executive,Chennai,1996-02-14,2015-02-16
968,Amanda,Alvarado,Non-binary,Product,Business Analyst,Noida,1984-10-18,2022-01-05
969,James,Perez,Male,Finance,Finance Manager,Pune,1989-01-19,2020-02-17
970,Alexander,Griffith,Female,Product,Business Analyst,Noida,1991-12-13,2021-10-20
971,Jason,Martinez,Non-binary,HR,HR Executive,Mumbai,1983-07-23,2023-02-19
972,Jasmine,Miller,Female,Support,Support Engineer,Noida,1987-03-11,2023-10-09
973,Jeremy,Morris,Male,Support,Support Engineer,Noida,2002-05-29,2021-02-22
974,Cody,Taylor,Female,Sales,Account Manager,Noida,1985-03-24,2021-11-28
975,Kara,Chan,Non-binary,Finance,Finance Manager,Noida,1983-10-27,2017-12-09
976,Adriana,Ballard,Male,Support,Support Lead,Pune,2002-07-03,2018-04-29
977,Brandi,Mills,Non-binary,Marketing,SEO Specialist,Noida,1980-03-13,2023-02-26
978,Beth,Brown,Female,HR,HR Manager,Noida,1979-05-14,2022-04-20
979,Leah,Gaines,Female,HR,HR Manager,Pune,2000-09-29,2015-01-06
980,Dennis,Hines,Female,Support,Support Engineer,Bangalore,1965-11-17,2017-08-06
981,Richard,Wilson,Non-binary,Sales,Sales Executive,Noida,1986-02-14,2018-09-24
982,Michael,Clark,Non-binary,Engineering,Software Engineer,Bangalore,1983-06-22,2017-07-03
983,Nicholas,Brown,Female,HR,HR Executive,Mumbai,1987-09-09,2019-08-22
984,Brandy,Clark,Male,Finance,Accountant,Mumbai,2002-04-15,2015-08-06
985,Brian,Miller,Female,Marketing,SEO Specialist,Chennai,1971-03-19,2020-12-07
986,Paul,Roberts,Female,Engineering,Senior Engineer,Chennai,1979-12-20,2020-09-29
987,William,Mcintyre,Female,HR,HR Executive,Pune,2000-09-30,2018-08-03
988,Joseph,Bender,Male,Marketing,Marketing Executive,Chennai,1990-12-27,2021-08-20
989,Sandra,Carey,Male,Marketing,Marketing Executive,Noida,1968-05-26,2015-04-06
990,Kevin,Wilson,Non-binary,HR,HR Executive,Noida,1994-06-07,2017-01-18
991,Patricia,Wheeler,Male,Support,Support Engineer,Noida,1977-04-15,2022-06-21
992,Jeffrey,Hernandez,Female,Engineering,Software Engineer,Noida,2002-10-18,2024-02-09
993,Kimberly,Maxwell,Non-binary,Product,Business Analyst,Hyderabad,2001-11-11,2019-03-15
994,Deborah,Frank,Female,HR,HR Manager,Pune,2001-11-27,2016-08-16
995,Matthew,Carter,Male,Sales,Sales Manager,Bangalore,1993-06-13,2018-06-21
996,Tammy,Garza,Non-binary,Engineering,Tech Lead,Chennai,1977-12-29,2018-06-09
997,Morgan,Williams,Female,HR,HR Manager,Chennai,1989-09-21,2017-11-04
998,Diane,Hensley,Non-binary,Sales,Account Manager,Mumbai,1980-04-23,2022-12-23
999,Richard,Wood,Male,Finance,Accountant,Bangalore,1968-07-19,2016-10-29
1000,Rhonda,Velazquez,Female,Sales,Account Manager,Noida,1992-11-28,2015-05-06
